,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12
135030,4,3,2,3,3,3,3,3,3,3,1,2
578493,2,1,1,1,1,1,2,1,1,2,1,1
249210,5,4,2,4,3,3,5,4,3,2,4,2
84961,3,3,2,0,2,3,3,3,3,2,1,1
420857,5,4,2,4,3,3,3,2,3,2,1,2
210972,5,4,2,4,3,4,4,3,4,3,2,3
224323,5,4,3,4,3,4,4,3,5,3,2,2
7953,5,5,2,4,4,4,4,3,3,3,1,3
292882,1,2,1,1,2,1,1,1,2,2,1,1
327386,2,3,1,1,2,3,1,2,3,2,1,1
181072,3,3,2,2,2,3,3,3,3,3,1,2
486037,3,3,2,3,3,3,3,3,3,3,1,2
19199,4,5,2,4,4,4,4,4,3,3,1,3
417561,4,4,2,4,3,3,3,3,3,3,1,2
554089,3,3,2,2,3,3,3,3,3,2,1,2
478040,4,4,2,3,3,3,4,3,4,2,2,1
561607,2,2,1,1,2,1,1,2,2,2,1,1
129490,3,4,2,2,3,3,3,2,3,2,1,2
94713,4,4,2,2,3,3,3,3,3,3,1,2
151704,5,4,2,4,3,3,4,3,3,2,1,2
199371,3,3,2,2,2,3,3,1,3,2,1,1
351398,4,2,2,3,3,3,3,3,3,2,1,1
393930,2,2,1,1,2,1,1,2,3,2,2,1
419842,3,2,2,2,2,3,1,1,2,2,0,1
449663,1,1,1,1,0,1,1,1,2,2,1,1
531190,4,4,2,3,3,4,4,4,5,4,2,3
287882,3,3,2,2,2,2,3,2,3,2,1,2
208051,3,3,2,4,3,3,3,3,3,3,1,2
330550,5,5,2,4,4,4,4,4,4,4,3,3
278217,4,2,2,3,3,3,3,3,4,3,2,2
179621,3,3,2,2,3,3,3,3,3,2,1,2
352258,5,4,2,4,3,3,3,3,4,3,2,2
200094,4,2,2,3,2,3,3,1,3,2,2,1
318423,3,2,2,2,2,2,3,1,3,2,1,1
190116,5,5,2,4,3,4,4,4,4,3,1,3
415834,3,2,2,3,2,3,3,3,3,2,1,1
298185,3,3,2,2,2,3,3,2,3,2,1,1
283281,5,5,3,5,3,5,4,4,5,4,3,3
599953,3,2,2,2,2,2,2,2,3,2,2,2
541460,2,2,1,1,2,1,1,2,2,2,1,1
538143,3,4,2,3,2,3,1,2,3,2,2,2
563995,5,4,3,4,3,4,4,3,5,3,2,2
166691,2,2,1,0,1,1,2,1,2,1,1,1
597071,5,4,2,3,3,3,3,3,3,2,1,2
419356,4,4,2,4,3,3,4,3,4,3,1,2
427002,3,2,2,2,2,2,3,1,3,2,1,1
458183,1,0,0,1,1,1,1,0,1,1,1,0
373889,4,2,2,2,2,3,3,1,4,2,2,1
421088,3,2,2,2,2,2,3,2,3,2,1,1
444342,4,3,2,3,3,3,4,3,3,3,1,3
434337,5,5,2,4,4,4,4,4,4,4,4,4
306049,4,3,2,2,3,3,3,3,3,3,1,3
218495,4,5,2,4,3,4,4,4,4,4,2,3
168190,4,3,2,4,3,4,4,3,3,3,1,3
249092,5,4,3,4,3,4,4,4,5,3,2,2
365440,3,2,2,2,2,1,3,1,2,2,1,1
327292,4,3,2,3,3,3,4,3,3,2,1,2
340855,3,2,2,2,2,3,3,1,3,2,1,1
251933,4,3,2,3,3,4,4,4,4,4,1,3
466888,4,3,2,3,2,3,3,3,3,2,1,2
227145,4,3,2,3,3,3,4,3,4,3,1,2
327884,3,4,2,2,2,2,3,2,3,2,1,2
138059,3,3,2,3,2,3,3,3,3,2,1,2
88238,4,2,2,2,2,3,3,2,3,3,2,2
127131,3,3,2,2,3,3,3,3,3,3,1,2
292711,3,2,2,2,2,3,3,1,3,2,1,1
448982,3,3,2,2,3,3,3,3,3,2,1,2
292602,4,4,2,4,3,4,4,4,4,3,2,3
53279,2,2,1,1,2,1,1,1,2,2,1,1
365295,4,5,2,4,3,4,4,4,5,4,3,3
341188,3,3,2,2,3,3,3,3,3,2,1,2
484321,4,4,2,3,3,3,4,3,4,3,2,2
176148,3,2,2,2,2,3,3,3,3,2,1,1
368239,3,3,2,2,2,3,3,2,3,2,1,2
52640,4,4,2,4,3,4,4,4,5,4,2,3
465271,3,2,2,2,2,1,3,1,3,2,1,1
102008,4,3,2,3,3,3,4,3,3,2,1,2
125786,2,2,1,1,2,1,2,2,3,2,2,1
76831,5,5,3,5,3,4,4,4,5,4,3,3
529505,5,5,2,4,3,4,4,4,5,4,3,3
35002,4,3,2,3,3,3,3,3,4,3,2,2
55962,3,2,2,3,3,3,4,3,3,2,1,1
47891,4,3,2,4,3,3,4,4,4,3,1,3
96245,4,4,2,4,3,3,4,4,4,4,2,3
428940,1,1,1,1,0,1,1,1,0,0,0,0
246835,3,3,2,2,3,3,3,3,3,3,1,2
33253,3,3,2,2,2,2,3,3,3,3,1,2
474236,3,2,2,3,3,3,3,3,3,2,1,1
570210,4,4,2,4,3,3,4,3,4,3,1,2
42295,3,2,2,2,2,3,3,1,3,2,2,1
429429,2,2,1,2,2,1,2,1,1,2,1,1
84902,3,3,2,2,2,3,3,3,3,3,1,2
179293,4,4,2,5,3,4,4,4,5,4,3,3
89152,2,2,2,2,2,1,2,1,3,2,1,2
241559,4,3,2,3,2,3,3,3,3,2,1,2
20696,4,4,2,4,3,3,4,3,4,3,2,2
179480,3,3,2,3,3,3,4,3,3,2,1,2
337064,3,3,2,2,3,3,3,3,3,2,1,1
11008,1,2,1,1,0,1,3,0,2,2,1,1
482378,3,3,2,2,2,3,3,3,3,2,1,1
507025,5,4,2,4,3,3,3,2,4,3,2,2
12093,4,2,2,3,2,3,3,3,4,3,2,2
371786,2,2,1,1,0,1,1,1,2,2,1,1
459775,1,1,1,1,1,1,1,2,1,2,1,0
449062,4,4,2,3,3,3,3,3,3,3,1,2
63675,5,5,2,4,3,4,4,3,4,3,2,3
191366,5,5,3,5,3,4,4,4,5,4,2,3
227538,2,2,1,1,2,1,2,0,2,2,1,1
426269,4,4,2,2,3,3,3,3,3,2,2,2
218669,4,4,2,3,3,3,3,3,4,3,2,2
93871,2,2,1,0,2,1,2,1,3,2,1,1
419605,2,2,1,0,2,1,2,1,2,2,1,1
401936,4,3,2,4,4,4,4,3,3,3,1,3
373748,5,4,2,4,3,3,3,3,3,2,1,2
332446,5,3,2,4,3,3,4,3,3,3,1,3
295727,2,2,1,0,2,1,1,2,2,2,1,1
307513,3,2,2,3,2,3,1,2,1,2,2,1
540239,4,4,2,3,3,3,4,3,4,2,2,1
255974,3,3,2,2,2,3,3,3,3,2,1,1
581827,3,3,2,2,3,3,3,3,3,2,1,2
24394,3,3,2,2,2,3,3,3,3,2,1,1
281094,4,3,2,4,4,4,4,3,3,3,1,3
196698,5,5,2,4,4,4,4,4,4,3,1,3
130616,3,3,2,3,3,3,3,3,3,2,1,2
217667,4,3,2,2,2,3,4,1,3,2,1,2
291012,4,5,2,4,3,4,4,4,4,4,2,3
347167,4,3,2,3,3,3,4,3,4,2,1,2
258470,5,5,2,4,3,4,4,4,4,3,2,3
185199,2,2,2,2,2,1,2,1,2,2,1,1
3119,4,3,2,3,3,3,3,3,3,3,1,2
418411,5,4,2,4,3,3,3,3,4,3,2,2
139943,5,5,3,4,3,4,4,4,5,4,3,3
200269,3,4,2,2,2,2,2,2,3,2,2,2
47626,2,2,1,1,2,1,1,1,2,2,1,1
61518,3,2,2,2,2,2,2,3,3,2,1,1
480935,1,2,1,0,0,1,2,1,2,2,1,1
341941,4,3,2,4,3,4,4,3,3,3,1,3
405262,3,2,2,3,2,2,3,3,1,2,1,1
321090,3,4,2,2,2,3,3,2,3,2,1,2
409430,5,4,2,4,3,3,4,2,3,2,2,2
454282,2,2,1,0,0,1,2,0,2,2,1,1
365088,5,5,3,5,4,4,4,4,5,4,3,4
328529,5,5,3,5,4,4,4,4,5,4,3,3
597620,5,4,2,4,3,3,4,3,3,3,1,3
142416,5,5,2,4,4,4,4,4,4,3,1,3
144323,5,5,2,4,3,4,4,4,5,4,3,3
499735,4,3,2,3,3,3,4,3,3,2,1,2
360657,2,2,2,2,2,1,2,1,3,2,1,1
72294,3,2,2,2,2,1,2,1,3,2,1,1
245370,4,3,2,3,3,4,4,3,4,3,1,3
67288,5,5,2,4,4,3,4,4,3,3,1,3
460656,3,3,2,2,2,2,3,3,3,2,1,2
35818,4,3,2,3,3,4,4,3,4,3,1,3
12835,3,3,2,2,2,3,3,3,3,2,1,2
69560,4,4,2,3,3,3,3,3,4,3,2,2
380593,2,2,1,1,2,0,1,1,2,2,1,1
468091,2,2,1,0,2,1,1,1,2,2,1,1
501818,1,1,1,1,1,1,1,1,1,2,1,0
328329,4,5,2,5,3,4,4,4,5,4,3,3
112115,4,3,2,4,4,4,4,4,3,3,1,3
177374,4,4,2,4,3,3,3,3,3,3,1,2
96447,4,4,2,3,3,3,3,3,4,3,2,2
236678,3,3,2,3,3,3,3,3,3,3,1,2
576364,1,1,1,1,1,1,1,2,1,2,1,1
408830,4,4,2,3,3,3,3,3,3,3,2,2
322747,4,3,2,4,3,4,4,3,3,3,1,3
532633,4,3,2,3,3,3,4,3,4,3,1,2
414055,2,2,1,0,2,1,2,1,1,2,1,1
217671,1,1,0,0,1,1,1,1,2,1,1,1
153588,3,4,2,2,3,3,3,2,3,3,1,2
241803,4,3,2,3,3,4,4,3,4,3,1,3
526084,2,2,1,0,0,1,2,1,2,2,1,1
301498,5,5,3,5,3,4,4,4,5,4,3,3
489865,3,2,2,2,2,2,3,1,3,2,1,1
480801,4,4,2,3,3,3,3,3,3,2,2,2
287962,3,2,2,2,2,1,2,1,3,2,1,1
365634,3,3,2,2,2,2,2,3,3,2,1,2
44116,4,5,2,4,3,4,4,4,4,3,2,3
511676,2,2,1,2,2,1,2,1,1,2,1,1
66783,4,3,2,3,3,3,4,3,3,2,1,2
424325,5,4,2,3,3,3,4,4,3,2,1,2
569948,5,5,2,4,4,4,4,4,3,3,4,4
3553,3,2,2,2,2,1,3,1,1,2,1,1
49067,4,4,2,3,3,3,3,3,3,3,2,2
566984,5,5,3,5,4,4,4,4,5,4,4,4
205952,5,5,3,4,3,4,4,4,5,4,2,3
355856,4,3,2,3,3,3,4,3,4,3,2,2
304505,3,2,2,3,3,3,3,3,3,3,1,2
338387,4,3,2,3,3,3,4,3,3,3,1,3
474110,5,4,2,4,3,4,4,3,4,3,2,2
183831,1,0,1,0,1,1,2,1,1,1,1,0
366574,4,3,2,4,3,3,3,3,3,3,1,3
362033,1,1,1,0,0,0,1,0,1,2,1,1
258717,4,3,2,3,3,3,3,3,3,2,1,2
81881,5,5,2,4,4,3,4,4,4,3,3,3
523479,5,5,2,4,3,3,4,3,3,3,1,3
81750,4,5,2,5,3,4,4,4,5,4,3,3
436440,5,5,3,4,4,4,4,4,5,4,3,3
227257,5,5,2,4,4,4,4,4,4,3,1,3
407993,3,3,2,2,2,3,3,3,3,2,1,2
234392,3,3,2,2,2,2,3,2,3,2,1,2
499565,4,4,2,4,3,3,4,3,3,2,1,2
138722,4,5,2,4,3,4,4,4,4,4,3,3
574062,3,4,2,2,2,2,2,2,3,2,2,1
191212,3,3,2,2,3,3,4,3,3,2,1,2
582317,1,0,1,0,1,1,1,1,1,1,1,1
250019,3,2,2,2,2,2,2,2,3,2,1,1
381970,1,1,1,0,0,1,2,1,1,2,1,1
41087,5,4,2,4,3,3,3,3,4,3,1,2
218137,5,5,3,4,3,4,4,4,5,4,3,3
328616,4,3,2,4,3,3,4,3,3,3,1,2
570511,3,3,2,2,2,3,3,3,3,3,1,2
9007,2,2,1,0,0,1,2,1,2,2,1,1
337764,4,3,2,3,3,3,4,3,4,3,1,3
582817,3,2,2,3,3,3,3,3,3,2,2,1
92393,3,3,2,2,2,3,3,2,3,2,1,2
567839,2,2,1,2,2,1,2,1,2,2,1,1
347616,2,3,2,1,2,2,2,2,3,2,1,1
124125,3,3,2,3,2,3,3,3,3,2,1,1
51408,3,3,2,2,2,2,3,2,3,2,1,1
227772,4,3,2,3,3,3,4,3,4,3,1,2
416419,0,2,1,1,2,1,1,1,1,2,1,1
104036,4,4,2,3,3,3,3,3,3,3,2,2
482898,4,5,2,4,3,4,4,4,4,4,3,3
244715,4,4,2,3,3,3,4,3,4,2,2,2
115059,5,5,3,4,4,4,4,4,5,4,4,4
569343,3,3,2,3,3,3,3,3,3,3,1,2
207727,3,3,2,2,3,3,3,3,3,2,1,2
191885,1,2,1,1,0,1,1,1,2,0,1,1
34303,5,5,2,4,3,4,4,4,4,4,3,3
5302,3,3,2,3,3,3,3,3,3,2,1,2
278916,5,5,3,5,4,4,4,4,5,4,3,3
337888,4,3,2,3,3,3,4,3,3,2,1,2
122145,4,4,2,3,3,3,3,3,3,2,2,2
8405,3,1,1,1,1,1,2,1,0,0,1,1
513886,3,2,2,3,2,3,3,1,2,2,1,1
347693,4,5,2,4,3,4,4,4,4,3,2,3
560657,4,3,2,4,3,3,4,3,3,3,1,3
375525,4,3,2,4,3,3,4,3,3,3,1,3
494528,4,4,2,4,3,4,4,3,4,3,1,2
168503,2,2,2,1,2,1,2,2,3,2,1,1
356877,4,3,2,3,3,3,3,3,3,2,1,2
574659,2,1,1,1,1,1,1,1,1,2,1,1
439261,4,3,2,4,3,4,4,3,4,3,1,3
225950,3,2,2,3,2,3,3,3,3,2,1,1
253434,4,4,2,3,3,3,4,3,4,3,2,2
224974,4,4,2,3,3,3,3,3,4,2,2,2
437199,5,5,3,4,3,4,5,4,5,4,2,2
481112,1,0,1,0,1,1,2,1,1,2,1,1
76902,3,3,2,3,2,3,3,3,3,2,1,1
401085,5,5,3,4,3,4,4,4,5,4,2,3
35113,5,5,3,5,3,5,4,4,5,4,3,3
56019,2,2,2,0,2,0,3,0,2,2,1,1
20197,5,5,3,4,3,4,4,4,5,4,3,3
433727,4,3,2,4,3,3,4,3,3,3,1,3
448214,3,3,2,4,3,3,3,3,3,3,1,2
327196,4,4,2,3,3,3,3,3,3,2,2,2
25855,5,4,3,4,3,4,4,3,5,3,2,2
366522,5,4,2,4,3,3,4,3,4,3,2,3
135280,4,4,2,4,3,4,4,3,4,3,2,2
233386,4,5,2,4,3,4,4,3,4,3,2,3
583911,5,4,2,4,3,4,4,3,4,3,2,3
75053,4,4,2,4,3,4,4,3,4,3,1,3
273185,4,5,2,4,3,4,4,4,4,4,3,3
55613,5,4,2,4,3,4,4,3,4,3,2,2
458609,3,3,2,3,3,3,3,3,3,2,1,2
45014,3,3,2,2,3,3,3,3,3,3,1,2
547137,2,1,1,0,0,1,2,1,1,2,1,1
147533,4,3,2,3,3,3,3,3,3,2,1,2
372970,4,3,2,2,3,3,3,3,3,2,1,2
371677,4,5,2,4,4,4,4,4,4,4,3,3
398984,4,5,2,4,3,4,4,4,4,4,2,3
501152,4,3,2,3,3,3,3,3,3,3,1,2
150035,5,4,3,4,3,4,5,3,5,3,2,2
458707,3,2,2,3,2,3,3,3,3,2,2,2
415536,2,1,1,0,0,1,0,1,1,1,1,1
246501,2,2,2,1,2,1,1,2,3,2,1,1
222934,2,2,1,0,2,1,2,1,1,2,1,1
362251,5,4,2,4,3,4,4,4,4,3,2,3
402442,2,2,1,0,0,0,1,1,2,2,1,1
293771,4,4,2,3,3,3,4,3,3,3,1,2
244413,3,2,2,2,2,3,3,1,2,2,1,1
308466,4,2,2,3,3,3,3,3,3,3,2,1
24363,4,5,2,5,3,4,4,4,5,4,3,3
595272,2,2,1,0,0,1,2,0,2,0,1,1
406256,4,3,2,3,3,3,4,3,4,2,1,2
332093,1,3,2,3,2,3,1,3,2,2,1,1
357744,2,2,1,0,0,1,1,1,2,2,1,1
321778,5,5,3,4,4,4,4,4,4,4,3,3
47827,4,4,2,3,3,3,4,3,5,3,2,2
25291,3,3,2,3,2,3,3,3,3,2,1,2
527251,4,4,2,3,3,3,3,3,4,3,2,2
41197,2,2,1,0,2,1,2,1,1,2,1,1
203032,1,0,0,0,1,1,1,1,1,1,1,0
111793,2,2,1,1,0,1,2,1,3,2,1,1
80071,4,3,2,3,3,3,3,3,3,2,1,2
141148,4,5,2,5,3,4,4,4,5,4,3,3
133701,4,3,2,3,3,3,3,3,3,2,1,2
440484,3,3,2,2,3,3,3,3,3,2,1,2
590476,3,3,2,4,3,3,3,3,3,2,1,2
196849,4,5,2,5,4,5,4,4,5,4,3,3
371222,2,0,1,0,1,1,1,0,2,0,1,1
495949,4,2,2,3,2,3,3,1,1,2,2,1
366034,3,3,2,2,2,2,2,3,3,2,1,1
198766,2,2,2,1,2,1,2,2,3,2,1,1
196009,1,1,0,1,1,1,1,1,1,2,1,0
581027,5,4,2,4,3,3,3,3,5,3,2,2
60528,4,5,2,4,3,4,4,4,4,4,3,3
440831,3,3,2,2,2,2,2,3,3,2,1,2
476157,3,3,2,2,2,3,3,3,3,2,1,2
373467,4,3,2,3,3,3,4,4,4,4,2,3
311460,5,5,3,4,3,4,4,4,5,4,3,3
337419,4,2,2,3,2,3,3,3,3,3,2,2
319574,2,2,1,0,0,0,1,0,2,1,1,1
438437,4,5,2,5,4,5,4,4,5,4,3,3
131765,5,4,2,4,3,3,3,3,3,3,1,2
437125,3,2,2,3,2,3,3,1,3,2,1,1
215442,5,4,3,4,3,4,5,3,5,3,2,2
316812,3,3,2,2,3,3,3,3,3,2,1,2
390439,4,5,3,5,4,5,4,4,5,4,3,3
53420,4,3,2,3,3,3,3,3,3,2,1,2
196576,4,4,3,3,3,4,4,4,5,4,2,2
421218,3,3,2,1,2,3,1,2,3,2,1,2
484366,2,2,1,0,2,1,2,1,1,2,1,1
71949,4,3,2,3,3,3,3,3,3,3,1,2
158704,4,3,2,4,4,4,4,3,3,3,1,3
29044,4,2,1,2,2,1,1,1,3,2,2,1
525022,3,3,2,2,3,3,3,3,3,2,1,2
356211,5,4,3,4,3,4,4,4,5,4,2,2
581581,4,4,2,3,3,3,4,3,4,2,2,2
19041,5,5,3,4,3,4,5,4,4,3,2,3
327909,3,3,2,2,2,2,3,3,3,2,1,2
399924,4,4,2,3,3,2,1,2,1,2,2,1
272238,4,3,2,4,3,4,4,4,4,3,1,3
651,3,3,2,2,3,3,3,3,3,3,1,2
585749,4,3,2,3,3,3,3,3,3,3,1,2
597888,4,5,2,4,3,4,4,4,4,4,3,3
153733,3,3,2,2,2,3,3,2,3,2,1,1
513060,5,5,2,5,4,4,4,4,4,4,3,3
192998,3,2,2,2,2,3,3,1,2,2,1,1
598939,5,4,2,4,3,3,4,3,4,3,2,3
225249,5,4,2,4,3,3,4,3,3,3,1,2
544045,4,3,2,3,3,3,4,4,4,4,1,3
370703,4,3,2,3,3,3,4,3,3,3,1,2
203366,5,5,2,4,3,4,4,3,4,3,2,3
34354,4,4,2,3,3,3,4,4,4,4,3,3
452548,2,2,1,1,2,1,1,2,1,2,1,1
367967,3,3,2,2,2,2,3,3,3,2,1,2
5010,2,2,1,0,0,0,1,1,2,2,1,1
428435,3,2,2,3,3,3,3,3,3,2,1,1
127121,4,4,2,4,3,4,4,3,5,3,2,2
414936,4,4,2,3,3,3,3,3,4,3,2,2
57404,5,4,2,4,3,3,3,3,3,3,1,2
154951,4,3,2,3,3,3,3,3,4,3,1,2
236648,3,3,2,3,3,3,3,3,3,3,1,2
488676,5,4,2,4,3,4,4,3,3,3,2,3
503435,4,3,2,2,3,3,3,3,3,3,1,3
335412,5,4,3,4,3,4,4,4,5,3,2,2
270589,3,2,2,3,3,3,3,3,3,3,1,1
520242,4,3,2,4,4,4,4,3,3,3,1,3
35043,4,5,2,4,4,4,4,4,4,4,1,3
523119,2,2,1,0,0,1,2,0,2,2,1,1
547175,5,5,2,4,3,3,4,4,5,4,2,3
531794,3,2,2,1,2,1,2,1,3,2,1,1
171880,5,5,3,4,3,4,4,4,4,3,2,3
368721,5,4,2,4,3,3,3,3,4,3,2,2
255103,5,4,3,4,3,4,4,3,5,3,2,3
533164,4,5,2,5,3,4,4,4,5,4,3,3
102095,5,5,2,4,3,4,4,3,3,3,1,3
64863,4,5,2,4,3,4,4,3,4,3,1,3
378549,3,2,2,3,2,3,3,1,3,2,2,1
206978,3,3,2,2,2,2,2,3,3,2,1,1
46894,4,4,2,4,3,4,4,3,4,3,2,3
49638,3,3,2,4,3,3,3,3,3,3,1,2
159805,4,5,2,4,4,4,4,4,4,3,1,3
91888,4,5,2,4,3,4,4,4,4,3,1,3
557023,1,1,1,1,1,1,1,1,2,2,1,1
432484,4,3,2,4,3,4,4,4,4,3,1,3
272391,4,4,2,3,3,3,3,3,4,2,2,1
584110,3,4,2,3,2,1,3,2,3,2,2,1
41450,2,2,2,2,2,1,3,1,2,2,1,1
309269,3,3,2,2,2,3,3,3,3,3,1,2
413367,4,4,2,3,3,3,4,3,4,3,1,2
95196,5,4,2,2,3,3,3,2,3,2,1,2
244811,2,1,1,1,2,1,1,2,1,2,1,0
484579,4,5,2,5,4,5,4,4,5,4,3,3
285312,2,2,1,1,2,1,1,1,1,2,1,1
550375,5,4,2,4,3,3,4,3,4,3,2,2
91698,5,4,2,4,3,3,3,3,3,3,1,2
493025,5,4,3,4,3,3,5,3,4,3,2,2
448965,5,5,3,4,3,3,4,4,5,4,3,3
120753,5,5,3,4,3,4,4,4,5,4,2,3
489755,4,3,2,3,3,3,4,3,3,2,1,2
216059,5,5,2,4,3,4,4,4,5,4,3,3
327373,3,2,2,2,2,1,3,1,2,2,1,1
420250,3,3,2,3,3,3,4,3,3,2,1,2
150896,3,3,2,1,2,3,1,2,3,2,0,1
146918,4,3,2,4,3,3,4,3,3,2,1,2
438368,5,4,2,4,3,4,4,3,4,3,2,2
524303,4,4,2,4,3,4,4,4,5,4,2,3
592546,2,2,1,0,2,1,2,1,3,2,1,1
79594,3,4,2,1,3,3,3,2,3,2,2,2
185043,3,3,2,2,3,3,3,3,3,3,1,2
516042,4,4,2,3,3,4,4,3,4,3,2,2
39294,4,4,2,4,3,3,4,4,4,4,3,3
548298,4,3,2,3,3,3,4,3,3,3,1,2
71871,3,3,2,2,2,2,3,2,3,2,1,2
546647,2,2,1,1,2,1,3,1,2,2,1,1
249491,4,4,2,4,3,4,4,4,4,3,2,3
127639,2,2,2,2,2,1,2,1,2,2,1,1
62061,3,3,2,2,2,3,3,3,3,3,1,2
365808,4,4,2,3,3,3,3,3,3,3,2,2
500413,4,3,2,3,3,3,4,3,3,3,1,3
557617,4,4,2,3,3,4,4,3,4,3,2,3
126481,4,3,2,4,3,4,4,3,3,3,1,2
289549,2,2,2,2,2,3,3,1,2,2,1,1
570750,4,4,2,3,3,3,3,3,4,3,2,2
7900,5,4,2,4,3,4,4,3,4,3,2,2
587346,3,3,2,2,2,2,3,3,3,3,1,2
123841,3,3,2,2,2,2,3,3,3,2,1,1
224954,4,4,2,3,3,3,4,3,4,3,2,2
597345,3,3,2,2,2,2,2,2,3,3,1,2
561480,3,3,2,2,2,3,3,2,3,2,1,1
569381,5,4,2,4,3,3,3,2,3,2,2,2
31671,4,4,2,4,3,4,4,4,4,3,2,3
190855,3,3,2,4,3,3,3,3,3,3,1,2
41854,4,2,2,3,3,3,3,3,4,3,2,2
19876,4,5,2,4,4,4,4,4,4,3,1,3
77938,4,3,2,3,3,3,4,3,4,2,1,2
54956,4,5,3,5,3,4,4,4,5,4,3,3
315435,3,3,2,2,2,3,3,2,3,2,1,1
497513,5,4,2,4,3,3,4,4,4,4,2,2
483322,2,2,1,1,2,1,1,2,2,2,1,1
51028,4,3,2,4,3,3,4,3,3,2,1,2
39758,5,4,2,2,3,3,3,2,3,2,1,2
487188,4,2,2,3,2,3,3,3,4,3,2,2
593667,4,5,2,4,3,4,4,4,4,4,2,3
505856,3,3,2,3,3,3,3,3,3,2,1,2
398839,2,2,1,0,0,1,2,1,2,2,1,1
165610,4,3,2,3,3,3,3,3,3,3,1,2
296250,5,5,3,5,4,4,4,4,5,4,3,3
246003,4,5,2,4,3,4,4,4,4,4,3,3
151726,1,0,1,1,1,1,1,1,1,2,1,0
173568,3,3,2,2,2,2,3,2,3,2,0,0
534262,2,2,1,2,2,1,3,1,1,2,1,1
192355,4,3,2,3,3,3,4,4,4,4,1,3
432778,3,2,2,2,2,1,3,1,3,2,1,1
100095,5,4,2,4,3,3,4,3,4,3,2,2
481987,3,3,2,3,3,3,3,3,3,2,1,2
235328,4,3,2,3,3,3,4,3,3,2,1,2
358728,4,3,2,3,3,3,4,3,3,2,1,1
574367,4,5,2,4,4,4,4,3,4,3,1,3
276448,4,3,2,3,3,3,4,3,4,4,1,2
445890,4,3,2,3,3,3,4,3,3,3,1,2
7608,4,4,2,2,3,3,3,2,3,3,2,2
416059,2,2,1,0,2,0,1,1,2,2,1,1
152726,3,3,2,2,2,3,3,3,3,2,1,2
390059,3,3,2,3,3,3,3,3,3,2,1,2
403489,3,2,2,2,2,3,3,0,3,2,1,1
578021,3,2,2,2,2,2,3,3,3,2,1,2
451535,4,5,2,4,4,4,4,4,4,4,3,3
103179,4,3,2,4,3,4,4,3,3,3,1,2
409125,3,3,2,2,3,3,3,3,3,3,1,3
472908,4,3,2,3,3,3,4,4,4,4,1,3
339926,3,3,2,2,2,2,3,3,3,2,1,2
30787,5,5,3,4,3,4,4,4,5,4,3,3
382125,3,2,2,1,2,1,2,2,3,2,0,1
568860,3,2,2,1,2,1,2,2,3,2,2,1
211687,5,5,2,4,3,3,4,4,4,3,2,2
417073,5,4,3,4,3,4,4,3,5,3,2,2
470866,4,4,2,3,3,3,4,3,4,3,2,3
325383,1,1,1,1,0,1,1,1,2,2,1,1
480762,3,2,2,2,2,2,1,2,1,2,2,1
285178,4,3,2,3,3,3,4,3,3,2,1,2
457420,5,4,2,4,3,3,3,3,3,3,1,2
169993,2,1,1,0,2,1,1,2,2,2,1,1
286877,5,5,2,4,3,4,4,4,4,4,3,3
518139,4,4,2,3,3,3,4,3,3,3,1,2
351174,3,3,2,2,2,2,2,2,3,2,1,2
515096,4,4,2,4,3,4,4,3,4,3,2,3
523115,1,2,1,1,2,1,1,1,2,2,1,1
107731,5,4,2,4,3,4,3,3,4,3,2,2
483570,4,5,2,4,4,4,4,4,4,3,1,3
319002,3,3,2,2,3,3,3,3,3,2,1,2
550628,3,2,2,2,2,1,3,1,2,2,1,1
582051,4,4,2,4,3,4,3,3,4,3,2,2
238065,2,2,1,1,2,1,2,1,2,2,1,1
401241,3,2,2,1,2,1,2,3,3,3,2,2
152782,4,4,2,3,3,2,3,3,4,3,2,2
407061,4,2,2,3,2,3,3,1,1,2,2,1
460614,4,4,2,3,3,3,3,3,4,3,2,2
581683,3,2,2,2,2,1,2,1,3,2,1,1
177519,1,2,1,1,2,1,1,1,1,2,1,1
26525,4,4,2,2,2,3,3,1,3,3,2,2
412995,5,5,2,4,4,4,4,4,4,4,3,3
520016,4,4,2,3,3,3,4,3,4,3,2,2
315390,3,3,2,3,3,3,3,3,3,2,1,2
17879,5,4,2,4,3,3,3,3,3,3,1,2
295458,5,4,2,4,3,3,3,3,4,3,2,2
119370,5,5,2,4,3,4,4,4,4,3,2,3
358836,4,5,2,4,4,4,4,4,4,3,1,3
507803,2,2,1,0,0,1,2,1,1,2,1,1
33181,5,5,3,4,3,4,4,4,5,4,2,3
118797,5,5,2,4,3,4,4,3,4,3,2,3
204565,3,2,2,2,2,3,3,1,3,2,1,1
364149,4,4,2,3,3,3,3,3,3,3,2,2
551499,3,2,1,1,2,2,2,2,1,2,1,1
328324,3,3,2,3,2,3,1,3,3,2,1,1
103385,4,3,2,4,3,4,4,4,4,3,1,3
333222,5,5,3,4,3,3,5,3,4,3,4,2
275305,3,2,2,2,2,2,3,3,3,3,1,2
454742,4,3,2,3,3,3,3,3,3,2,1,2
396137,5,3,2,4,2,2,2,2,3,0,0,0
391159,4,5,2,5,4,5,4,4,5,4,3,3
395571,5,3,2,4,3,3,4,3,3,2,1,3
102042,2,2,1,0,0,1,2,1,2,2,1,1
495674,4,4,2,3,3,3,4,4,4,4,2,2
